Tarih,Oda Numarası,Oda Tipi,Personel ID,Temizlik Türü,Giriş Saati,Çıkış Saati
2024-07-15,924,Standart,M018,Mini Bar,20:03,20:07
2024-07-15,957,Standart,P045,Rutin,22:09,22:16
2024-07-15,957,Standart,M018,Mini Bar,20:12,20:17
2024-07-15,961,Standart,P042,Detaylı,02:03,02:43
2024-07-15,961,Standart,M017,Mini Bar,13:08,13:13
2024-07-15,1064,Standart,P049,Detaylı,22:42,23:08
2024-07-15,1064,Standart,M020,Mini Bar,05:25,05:29
2024-07-15,1017,Standart,P050,Rutin,15:40,15:45
2024-07-15,1017,Standart,M020,Mini Bar,05:34,05:37
2024-07-15,1010,Standart,P050,Rutin,15:50,15:58
2024-07-15,1010,Standart,M019,Mini Bar,20:07,20:13
2024-07-15,1036,Standart,P047,Rutin,10:16,10:22
2024-07-15,1036,Standart,M019,Mini Bar,20:18,20:23
2024-07-15,1050,Standart,P048,Detaylı,04:38,05:03
2024-07-15,1050,Standart,M019,Mini Bar,20:28,20:32
2024-07-15,1006,Standart,P048,Rutin,05:08,05:11
2024-07-15,1006,Standart,M019,Mini Bar,20:37,20:40
2024-07-15,1045,Standart,P048,Rutin,05:16,05:20
2024-07-15,1045,Standart,M019,Mini Bar,20:45,20:49
2024-07-15,1042,Standart,P047,Rutin,10:27,10:33
2024-07-15,1042,Standart,M020,Mini Bar,05:42,05:48
2024-07-15,1055,Standart,P048,Rutin,05:25,05:30
2024-07-15,1055,Standart,M020,Mini Bar,05:53,05:56
2024-07-15,1030,Standart,P047,Rutin,10:38,10:46
2024-07-15,1030,Standart,M019,Mini Bar,20:54,21:00
2024-07-15,1028,Standart,P046,Detaylı,23:58,00:27
2024-07-15,1028,Standart,M020,Mini Bar,06:01,06:05
2024-07-15,1067,Standart,P050,Rutin,16:03,16:13
2024-07-15,1067,Standart,M020,Mini Bar,06:10,06:13
2024-07-15,1031,Standart,P049,Rutin,23:13,23:22
2024-07-15,1031,Standart,M020,Mini Bar,06:18,06:24
2024-07-15,1007,Standart,P047,Rutin,10:51,10:57
2024-07-15,1007,Standart,M019,Mini Bar,21:05,21:10
2024-07-15,1070,Standart,P049,Rutin,23:27,23:35
2024-07-15,1070,Standart,M019,Mini Bar,21:15,21:21
2024-07-15,1008,Standart,P047,Rutin,11:02,11:07
2024-07-15,1008,Standart,M019,Mini Bar,21:26,21:29
2024-07-15,1003,Standart,P048,Rutin,05:35,05:40
2024-07-15,1003,Standart,M019,Mini Bar,21:34,21:39
2024-07-15,1009,Standart,P047,Rutin,11:12,11:14
2024-07-15,1009,Standart,M020,Mini Bar,06:29,06:33
2024-07-15,1052,Standart,P046,Rutin,00:32,00:46
2024-07-15,1052,Standart,M020,Mini Bar,06:38,06:43
2024-07-15,1014,Standart,P050,Rutin,16:18,16:30
2024-07-15,1014,Standart,M019,Mini Bar,21:44,21:48
2024-07-15,1027,Standart,P050,Rutin,16:35,16:41
2024-07-15,1027,Standart,M019,Mini Bar,21:53,21:58
2024-07-15,1026,Standart,P050,Rutin,16:46,17:00
2024-07-15,1026,Standart,M019,Mini Bar,22:03,22:08
2024-07-15,1020,Standart,P048,Rutin,05:45,05:49
2024-07-15,1020,Standart,M020,Mini Bar,06:48,06:52
2024-07-15,1065,Standart,P048,Rutin,05:54,06:00
2024-07-15,1065,Standart,M019,Mini Bar,22:13,22:16
2024-07-15,1068,Standart,P047,Rutin,11:19,11:22
2024-07-15,1068,Standart,M020,Mini Bar,06:57,07:02
2024-07-15,1019,Standart,P049,Rutin,23:40,23:50
2024-07-15,1019,Standart,M020,Mini Bar,07:07,07:12
2024-07-15,1023,Standart,P046,Rutin,00:51,01:03
2024-07-15,1023,Standart,M019,Mini Bar,22:21,22:24
2024-07-15,1024,Standart,P049,Detaylı,23:55,00:14
2024-07-15,1024,Standart,M019,Mini Bar,22:29,22:32
2024-07-15,1049,Standart,P048,Detaylı,06:05,06:20
2024-07-15,1049,Standart,M019,Mini Bar,22:37,22:42
2024-07-15,1044,Standart,P046,Rutin,01:08,01:19
2024-07-15,1044,Standart,M020,Mini Bar,07:17,07:21
2024-07-15,1035,Standart,P047,Rutin,11:27,11:33
2024-07-15,1035,Standart,M020,Mini Bar,07:26,07:29
2024-07-15,1061,Standart,P049,Detaylı,00:19,00:41
2024-07-15,1061,Standart,M020,Mini Bar,07:34,07:37
2024-07-15,1043,Standart,P050,Rutin,17:05,17:18
2024-07-15,1043,Standart,M019,Mini Bar,22:47,22:52
2024-07-15,1062,Standart,P046,Rutin,01:24,01:37
2024-07-15,1062,Standart,M020,Mini Bar,07:42,07:45
2024-07-15,1021,Standart,P050,Detaylı,17:23,17:50
2024-07-15,1021,Standart,M020,Mini Bar,07:50,07:54
2024-07-15,1040,Standart,P046,Rutin,01:42,01:49
2024-07-15,1040,Standart,M019,Mini Bar,22:57,23:02
2024-07-15,1063,Standart,P050,Rutin,17:55,18:05
2024-07-15,1063,Standart,M019,Mini Bar,23:07,23:13
2024-07-15,1046,Standart,P050,Rutin,18:10,18:18
2024-07-15,1046,Standart,M019,Mini Bar,23:18,23:21
2024-07-15,1048,Standart,P050,Rutin,18:23,18:31
2024-07-15,1048,Standart,M020,Mini Bar,07:59,08:02
2024-07-15,1016,Standart,P047,Rutin,11:38,11:41
2024-07-15,1016,Standart,M020,Mini Bar,08:07,08:13
2024-07-15,1057,Standart,P048,Rutin,06:25,06:32
2024-07-15,1057,Standart,M019,Mini Bar,23:26,23:32
2024-07-15,1047,Standart,P048,Rutin,06:37,06:45
2024-07-15,1047,Standart,M020,Mini Bar,08:18,08:23
2024-07-15,1025,Standart,P049,Rutin,00:46,00:52
2024-07-15,1025,Standart,M020,Mini Bar,08:28,08:34
2024-07-15,1001,Standart,P046,Rutin,01:54,02:02
2024-07-15,1001,Standart,M020,Mini Bar,08:39,08:45
2024-07-15,1069,Standart,P047,Detaylı,11:46,11:57
2024-07-15,1069,Standart,M019,Mini Bar,23:37,23:40
2024-07-15,1058,Standart,P048,Rutin,06:50,06:59
2024-07-15,1058,Standart,M020,Mini Bar,08:50,08:53
2024-07-15,1037,Standart,P047,Detaylı,12:02,12:19
2024-07-15,1037,Standart,M020,Mini Bar,08:58,09:03
2024-07-15,1032,Standart,P049,Rutin,00:57,01:03
2024-07-15,1032,Standart,M020,Mini Bar,09:08,09:13
2024-07-15,1018,Standart,P048,Rutin,07:04,07:13
2024-07-15,1018,Standart,M020,Mini Bar,09:18,09:23
2024-07-15,1034,Standart,P049,Rutin,01:08,01:12
2024-07-15,1034,Standart,M019,Mini Bar,23:45,23:51
2024-07-15,1041,Standart,P049,Detaylı,01:17,01:43
2024-07-15,1041,Standart,M020,Mini Bar,09:28,09:34
2024-07-15,1054,Standart,P050,Rutin,18:36,18:43
2024-07-15,1054,Standart,M019,Mini Bar,23:56,00:00
2024-07-15,1033,Standart,P047,Rutin,12:24,12:31
2024-07-15,1033,Standart,M020,Mini Bar,09:39,09:44
2024-07-15,1022,Standart,P047,Rutin,12:36,12:43
2024-07-15,1022,Standart,M020,Mini Bar,09:49,09:53
2024-07-15,1060,Standart,P049,Rutin,01:48,01:55
2024-07-15,1060,Standart,M019,Mini Bar,00:05,00:08
2024-07-15,1013,Standart,P050,Rutin,18:48,19:00
2024-07-15,1013,Standart,M020,Mini Bar,09:58,10:01
2024-07-15,1051,Standart,P047,Rutin,12:48,12:56
2024-07-15,1051,Standart,M020,Mini Bar,10:06,10:12
2024-07-15,1005,Standart,P046,Rutin,02:07,02:19
2024-07-15,1005,Standart,M020,Mini Bar,10:17,10:23
2024-07-15,1038,Standart,P050,Rutin,19:05,19:09
2024-07-15,1038,Standart,M020,Mini Bar,10:28,10:31
2024-07-15,1053,Standart,P050,Detaylı,19:14,19:34
2024-07-15,1053,Standart,M020,Mini Bar,10:36,10:41
2024-07-15,1039,Standart,P048,Rutin,07:18,07:27
2024-07-15,1039,Standart,M020,Mini Bar,10:46,10:52
2024-07-15,1002,Standart,P048,Rutin,07:32,07:37
2024-07-15,1002,Standart,M019,Mini Bar,00:13,00:19
2024-07-15,1066,Standart,P050,Detaylı,19:39,20:00
2024-07-15,1066,Standart,M020,Mini Bar,10:57,11:00
2024-07-15,1056,Standart,P046,Rutin,02:24,02:39
2024-07-15,1056,Standart,M020,Mini Bar,11:05,11:10
2024-07-15,1015,Standart,P049,Rutin,02:00,02:06
2024-07-15,1015,Standart,M020,Mini Bar,11:15,11:18
2024-07-15,1004,Standart,P048,Rutin,07:42,07:51
2024-07-15,1004,Standart,M020,Mini Bar,11:23,11:28
2024-07-15,1131,Suit,P052,Detaylı,18:46,19:42
2024-07-15,1131,Suit,M022,Mini Bar,22:01,22:05
2024-07-15,1120,Suit,P053,Rutin,17:28,17:39
2024-07-15,1120,Suit,M022,Mini Bar,22:10,22:14
2024-07-15,1113,Suit,P052,Rutin,19:47,19:59
2024-07-15,1113,Suit,M022,Mini Bar,22:19,22:22
2024-07-15,1128,Suit,P052,Rutin,20:04,20:18
2024-07-15,1128,Suit,M021,Mini Bar,21:36,21:41
2024-07-15,1110,Suit,P054,Rutin,22:38,22:49
2024-07-15,1110,Suit,M021,Mini Bar,21:46,21:52
2024-07-15,1133,Suit,P053,Rutin,17:44,17:53
2024-07-15,1133,Suit,M021,Mini Bar,21:57,22:03
2024-07-15,1109,Suit,P053,Rutin,17:58,18:09
2024-07-15,1109,Suit,M021,Mini Bar,22:08,22:11
2024-07-15,1117,Suit,P053,Detaylı,18:14,18:51
2024-07-15,1117,Suit,M022,Mini Bar,22:27,22:33
2024-07-15,1107,Suit,P051,Rutin,09:52,09:59
2024-07-15,1107,Suit,M021,Mini Bar,22:16,22:20
2024-07-15,1147,Suit,P051,Rutin,10:04,10:13
2024-07-15,1147,Suit,M022,Mini Bar,22:38,22:44
2024-07-15,1143,Suit,P052,Detaylı,20:23,21:03
2024-07-15,1143,Suit,M021,Mini Bar,22:25,22:29
2024-07-15,1101,Suit,P052,Rutin,21:08,21:24
2024-07-15,1101,Suit,M022,Mini Bar,22:49,22:53
2024-07-15,1122,Suit,P052,Rutin,21:29,21:41
2024-07-15,1122,Suit,M022,Mini Bar,22:58,23:04
2024-07-15,1130,Suit,P051,Rutin,10:18,10:28
2024-07-15,1130,Suit,M021,Mini Bar,22:34,22:37
2024-07-15,1121,Suit,P051,Rutin,10:33,10:39
2024-07-15,1121,Suit,M022,Mini Bar,23:09,23:12
2024-07-15,1102,Suit,P051,Rutin,10:44,10:50
2024-07-15,1102,Suit,M022,Mini Bar,23:17,23:22
2024-07-15,1125,Suit,P054,Rutin,22:54,23:06
2024-07-15,1125,Suit,M022,Mini Bar,23:27,23:33
2024-07-15,1115,Suit,P052,Rutin,21:46,21:57
2024-07-15,1115,Suit,M021,Mini Bar,22:42,22:47
2024-07-15,1136,Suit,P053,Rutin,18:56,19:05
2024-07-15,1136,Suit,M022,Mini Bar,23:38,23:43
2024-07-15,1149,Suit,P052,Rutin,22:02,22:18
2024-07-15,1149,Suit,M022,Mini Bar,23:48,23:54
2024-07-15,1141,Suit,P054,Rutin,23:11,23:23
2024-07-15,1141,Suit,M022,Mini Bar,23:59,00:04
2024-07-15,1146,Suit,P054,Rutin,23:28,23:43
2024-07-15,1146,Suit,M022,Mini Bar,00:09,00:14
2024-07-15,1123,Suit,P054,Detaylı,23:48,00:21
2024-07-15,1123,Suit,M022,Mini Bar,00:19,00:25
2024-07-15,1108,Suit,P053,Rutin,19:10,19:20
2024-07-15,1108,Suit,M022,Mini Bar,00:30,00:33
2024-07-15,1105,Suit,P053,Detaylı,19:25,20:05
2024-07-15,1105,Suit,M022,Mini Bar,00:38,00:42
2024-07-15,1103,Suit,P054,Rutin,00:26,00:41
2024-07-15,1103,Suit,M021,Mini Bar,22:52,22:57
2024-07-15,1118,Suit,P054,Rutin,00:46,00:57
2024-07-15,1118,Suit,M021,Mini Bar,23:02,23:08
2024-07-15,1148,Suit,P053,Detaylı,20:10,20:54
2024-07-15,1148,Suit,M022,Mini Bar,00:47,00:52
2024-07-15,1112,Suit,P052,Rutin,22:23,22:34
2024-07-15,1112,Suit,M021,Mini Bar,23:13,23:16
2024-07-15,1142,Suit,P052,Rutin,22:39,22:54
2024-07-15,1142,Suit,M021,Mini Bar,23:21,23:26
2024-07-15,1116,Suit,P052,Rutin,22:59,23:11
2024-07-15,1116,Suit,M022,Mini Bar,00:57,01:03
2024-07-15,1106,Suit,P054,Rutin,01:02,01:15
2024-07-15,1106,Suit,M022,Mini Bar,01:08,01:12
2024-07-15,1126,Suit,P053,Rutin,20:59,21:09
2024-07-15,1126,Suit,M021,Mini Bar,23:31,23:37
2024-07-15,1111,Suit,P054,Detaylı,01:20,02:09
2024-07-15,1111,Suit,M022,Mini Bar,01:17,01:22
2024-07-15,1145,Suit,P051,Detaylı,10:55,11:20
2024-07-15,1145,Suit,M021,Mini Bar,23:42,23:46
2024-07-15,1124,Suit,P053,Rutin,21:14,21:28
2024-07-15,1124,Suit,M022,Mini Bar,01:27,01:33
2024-07-15,1138,Suit,P051,Rutin,11:25,11:33
2024-07-15,1138,Suit,M022,Mini Bar,01:38,01:41
2024-07-15,1135,Suit,P053,Rutin,21:33,21:47
2024-07-15,1135,Suit,M022,Mini Bar,01:46,01:51
2024-07-15,1132,Suit,P053,Rutin,21:52,22:01
2024-07-15,1132,Suit,M022,Mini Bar,01:56,02:02
2024-07-15,1129,Suit,P052,Rutin,23:16,23:33
2024-07-15,1129,Suit,M022,Mini Bar,02:07,02:11
2024-07-15,1114,Suit,P054,Rutin,02:14,02:27
2024-07-15,1114,Suit,M021,Mini Bar,23:51,23:55
2024-07-15,1119,Suit,P053,Detaylı,22:06,22:51
2024-07-15,1119,Suit,M022,Mini Bar,02:16,02:20
2024-07-15,1139,Suit,P052,Rutin,23:38,23:54
2024-07-15,1139,Suit,M022,Mini Bar,02:25,02:29
2024-07-15,1134,Suit,P052,Detaylı,23:59,00:55
2024-07-15,1134,Suit,M021,Mini Bar,00:00,00:06
2024-07-15,1140,Suit,P054,Rutin,02:32,02:43
2024-07-15,1140,Suit,M021,Mini Bar,00:11,00:16
2024-07-15,1150,Suit,P053,Detaylı,22:56,23:44
2024-07-15,1150,Suit,M021,Mini Bar,00:21,00:24
2024-07-15,1127,Suit,P052,Rutin,01:00,01:12
2024-07-15,1127,Suit,M022,Mini Bar,02:34,02:39
2024-07-15,1208,Suit,P056,Rutin,00:47,00:59
2024-07-15,1208,Suit,M024,Mini Bar,22:17,22:22
2024-07-15,1231,Suit,P059,Rutin,21:42,21:52
2024-07-15,1231,Suit,M023,Mini Bar,22:25,22:29
2024-07-15,1231,Suit,A003,Arıza,13:21,14:13
2024-07-15,1234,Suit,P060,Rutin,20:58,21:09
2024-07-15,1234,Suit,M024,Mini Bar,22:27,22:31
2024-07-15,1209,Suit,P059,Rutin,21:57,22:12
2024-07-15,1209,Suit,M023,Mini Bar,22:34,22:37
2024-07-15,1236,Suit,P056,Rutin,01:04,01:13
2024-07-15,1236,Suit,M024,Mini Bar,22:36,22:41
2024-07-15,1212,Suit,P057,Rutin,19:38,19:47
2024-07-15,1212,Suit,M024,Mini Bar,22:46,22:51
2024-07-15,1219,Suit,P057,Detaylı,19:52,20:29
2024-07-15,1219,Suit,M024,Mini Bar,22:56,22:59
2024-07-15,1218,Suit,P056,Detaylı,01:18,01:54
2024-07-15,1218,Suit,M024,Mini Bar,23:04,23:09
2024-07-15,1246,Suit,P060,Rutin,21:14,21:28
2024-07-15,1246,Suit,M024,Mini Bar,23:14,23:18
2024-07-15,1223,Suit,P058,Rutin,11:44,11:58
2024-07-15,1223,Suit,M024,Mini Bar,23:23,23:28
2024-07-15,1237,Suit,P056,Rutin,01:59,02:08
2024-07-15,1237,Suit,M024,Mini Bar,23:33,23:37
2024-07-15,1216,Suit,P060,Rutin,21:33,21:43
2024-07-15,1216,Suit,M023,Mini Bar,22:42,22:45
2024-07-15,1201,Suit,P059,Rutin,22:17,22:30
2024-07-15,1201,Suit,M023,Mini Bar,22:50,22:54
2024-07-15,1228,Suit,P059,Rutin,22:35,22:46
2024-07-15,1228,Suit,M023,Mini Bar,22:59,23:05
2024-07-15,1202,Suit,P058,Rutin,12:03,12:14
2024-07-15,1202,Suit,M024,Mini Bar,23:42,23:46
2024-07-15,1235,Suit,P058,Rutin,12:19,12:33
2024-07-15,1235,Suit,M024,Mini Bar,23:51,23:55
2024-07-15,1241,Suit,P059,Rutin,22:51,23:03
2024-07-15,1241,Suit,M023,Mini Bar,23:10,23:14
2024-07-15,1243,Suit,P059,Rutin,23:08,23:18
2024-07-15,1243,Suit,M024,Mini Bar,00:00,00:06
2024-07-15,1217,Suit,P057,Rutin,20:34,20:47
2024-07-15,1217,Suit,M024,Mini Bar,00:11,00:16
2024-07-15,1227,Suit,P058,Rutin,12:38,12:48
2024-07-15,1227,Suit,M023,Mini Bar,23:19,23:24
2024-07-15,1214,Suit,P057,Rutin,20:52,21:02
2024-07-15,1214,Suit,M024,Mini Bar,00:21,00:25
2024-07-15,1232,Suit,P060,Rutin,21:48,22:00
2024-07-15,1232,Suit,M024,Mini Bar,00:30,00:35
2024-07-15,1247,Suit,P060,Rutin,22:05,22:18
2024-07-15,1247,Suit,M024,Mini Bar,00:40,00:46
2024-07-15,1242,Suit,P058,Detaylı,12:53,13:37
2024-07-15,1242,Suit,M023,Mini Bar,23:29,23:35
2024-07-15,1221,Suit,P056,Detaylı,02:13,02:48
2024-07-15,1221,Suit,M024,Mini Bar,00:51,00:55
2024-07-15,1249,Suit,P057,Detaylı,21:07,21:36
2024-07-15,1249,Suit,M024,Mini Bar,01:00,01:06
2024-07-15,1250,Suit,P058,Detaylı,13:42,14:30
2024-07-15,1250,Suit,M024,Mini Bar,01:11,01:15
2024-07-15,1204,Suit,P059,Detaylı,23:23,00:03
2024-07-15,1204,Suit,M024,Mini Bar,01:20,01:25
2024-07-15,1240,Suit,P057,Rutin,21:41,21:49
2024-07-15,1240,Suit,M024,Mini Bar,01:30,01:33
2024-07-15,1248,Suit,P058,Rutin,14:35,14:45
2024-07-15,1248,Suit,M024,Mini Bar,01:38,01:42
2024-07-15,1245,Suit,P058,Detaylı,14:50,15:32
2024-07-15,1245,Suit,M023,Mini Bar,23:40,23:45
2024-07-15,1244,Suit,P057,Rutin,21:54,22:06
2024-07-15,1244,Suit,M024,Mini Bar,01:47,01:53
2024-07-15,1215,Suit,P056,Detaylı,02:53,03:33
2024-07-15,1215,Suit,M024,Mini Bar,01:58,02:01
2024-07-15,1215,Suit,A001,Arıza,14:52,15:14
2024-07-15,1230,Suit,P056,Detaylı,03:38,04:10
2024-07-15,1230,Suit,M024,Mini Bar,02:06,02:10
2024-07-15,1213,Suit,P059,Rutin,00:08,00:18
2024-07-15,1213,Suit,M023,Mini Bar,23:50,23:55
2024-07-15,1238,Suit,P057,Detaylı,22:11,22:38
2024-07-15,1238,Suit,M023,Mini Bar,00:00,00:06
2024-07-15,1222,Suit,P058,Rutin,15:37,15:50
2024-07-15,1222,Suit,M023,Mini Bar,00:11,00:17
2024-07-15,1222,Suit,A002,Arıza,16:05,16:20
2024-07-15,1211,Suit,P059,Rutin,00:23,00:33
2024-07-15,1211,Suit,M024,Mini Bar,02:15,02:20
2024-07-15,1226,Suit,P058,Rutin,15:55,16:08
2024-07-15,1226,Suit,M024,Mini Bar,02:25,02:29
2024-07-15,1203,Suit,P056,Rutin,04:15,04:28
2024-07-15,1203,Suit,M024,Mini Bar,02:34,02:38
2024-07-15,1205,Suit,P059,Rutin,00:38,00:50
2024-07-15,1205,Suit,M023,Mini Bar,00:22,00:27
2024-07-15,1220,Suit,P060,Detaylı,22:23,23:09
2024-07-15,1220,Suit,M024,Mini Bar,02:43,02:49
2024-07-15,1229,Suit,P056,Rutin,04:33,04:42
2024-07-15,1229,Suit,M024,Mini Bar,02:54,03:00
2024-07-15,1239,Suit,P057,Rutin,22:43,22:51
2024-07-15,1239,Suit,M023,Mini Bar,00:32,00:36
2024-07-15,1210,Suit,P057,Rutin,22:56,23:07
2024-07-15,1210,Suit,M023,Mini Bar,00:41,00:44
2024-07-15,1224,Suit,P060,Detaylı,23:14,23:48
2024-07-15,1224,Suit,M023,Mini Bar,00:49,00:52
2024-07-15,1233,Suit,P056,Rutin,04:47,05:00
2024-07-15,1233,Suit,M023,Mini Bar,00:57,01:02
2024-07-15,1318,Suit,P063,Rutin,17:43,17:54
2024-07-15,1318,Suit,M025,Mini Bar,02:09,02:13
2024-07-15,1332,Suit,P063,Rutin,17:59,18:10
2024-07-15,1332,Suit,M026,Mini Bar,18:05,18:10
2024-07-15,1315,Suit,P063,Rutin,18:15,18:24
2024-07-15,1315,Suit,M026,Mini Bar,18:15,18:21
2024-07-15,1345,Suit,P062,Detaylı,18:35,19:17
2024-07-15,1345,Suit,M025,Mini Bar,02:18,02:24
2024-07-15,1349,Suit,P062,Rutin,19:22,19:34
2024-07-15,1349,Suit,M025,Mini Bar,02:29,02:35
2024-07-15,1307,Suit,P062,Rutin,19:39,19:50
2024-07-15,1307,Suit,M026,Mini Bar,18:26,18:31
2024-07-15,1302,Suit,P061,Detaylı,14:40,15:13
2024-07-15,1302,Suit,M025,Mini Bar,02:40,02:45
2024-07-15,1313,Suit,P063,Detaylı,18:29,19:10
2024-07-15,1313,Suit,M026,Mini Bar,18:36,18:41
2024-07-15,1316,Suit,P062,Rutin,19:55,20:06
2024-07-15,1316,Suit,M026,Mini Bar,18:46,18:49
2024-07-15,1326,Suit,P063,Rutin,19:15,19:25
2024-07-15,1326,Suit,M025,Mini Bar,02:50,02:54
2024-07-15,1337,Suit,P065,Detaylı,11:57,12:23
2024-07-15,1337,Suit,M026,Mini Bar,18:54,18:59
2024-07-15,1317,Suit,P062,Detaylı,20:11,20:43
2024-07-15,1317,Suit,M026,Mini Bar,19:04,19:10
2024-07-15,1310,Suit,P062,Rutin,20:48,21:01
2024-07-15,1310,Suit,M025,Mini Bar,02:59,03:04
2024-07-15,1304,Suit,P062,Detaylı,21:06,21:55
2024-07-15,1304,Suit,M026,Mini Bar,19:15,19:19
2024-07-15,1331,Suit,P063,Rutin,19:30,19:42
2024-07-15,1331,Suit,M026,Mini Bar,19:24,19:29
2024-07-15,1323,Suit,P062,Rutin,22:00,22:13
2024-07-15,1323,Suit,M026,Mini Bar,19:34,19:39
2024-07-15,1308,Suit,P062,Rutin,22:18,22:29
2024-07-15,1308,Suit,M025,Mini Bar,03:09,03:15
2024-07-15,1340,Suit,P063,Detaylı,19:47,20:17
2024-07-15,1340,Suit,M026,Mini Bar,19:44,19:50
2024-07-15,1343,Suit,P062,Rutin,22:34,22:47
2024-07-15,1343,Suit,M026,Mini Bar,19:55,20:00
2024-07-15,1314,Suit,P065,Rutin,12:28,12:37
2024-07-15,1314,Suit,M025,Mini Bar,03:20,03:26
2024-07-15,1335,Suit,P065,Rutin,12:42,12:48
2024-07-15,1335,Suit,M026,Mini Bar,20:05,20:09
2024-07-15,1338,Suit,P063,Detaylı,20:22,21:05
2024-07-15,1338,Suit,M025,Mini Bar,03:31,03:35
2024-07-15,1303,Suit,P063,Rutin,21:10,21:21
2024-07-15,1303,Suit,M025,Mini Bar,03:40,03:44
2024-07-15,1306,Suit,P062,Rutin,22:52,23:03
2024-07-15,1306,Suit,M026,Mini Bar,20:14,20:18
2024-07-15,1347,Suit,P061,Detaylı,15:18,15:45
2024-07-15,1347,Suit,M026,Mini Bar,20:23,20:27
2024-07-15,1347,Suit,A002,Arıza,18:38,19:36
2024-07-15,1336,Suit,P065,Detaylı,12:53,13:20
2024-07-15,1336,Suit,M026,Mini Bar,20:32,20:35
2024-07-15,1339,Suit,P063,Detaylı,21:26,21:53
2024-07-15,1339,Suit,M026,Mini Bar,20:40,20:43
2024-07-15,1344,Suit,P065,Rutin,13:25,13:31
2024-07-15,1344,Suit,M025,Mini Bar,03:49,03:53
2024-07-15,1334,Suit,P062,Rutin,23:08,23:20
2024-07-15,1334,Suit,M026,Mini Bar,20:48,20:51
2024-07-15,1329,Suit,P063,Rutin,21:58,22:11
2024-07-15,1329,Suit,M025,Mini Bar,03:58,04:04
2024-07-15,1301,Suit,P064,Rutin,06:18,06:29
2024-07-15,1301,Suit,M026,Mini Bar,20:56,21:02
2024-07-15,1319,Suit,P064,Rutin,06:34,06:51
2024-07-15,1319,Suit,M026,Mini Bar,21:07,21:12
2024-07-15,1330,Suit,P065,Rutin,13:36,13:45
2024-07-15,1330,Suit,M025,Mini Bar,04:09,04:12
2024-07-15,1333,Suit,P065,Rutin,13:50,13:56
2024-07-15,1333,Suit,M025,Mini Bar,04:17,04:21
2024-07-15,1324,Suit,P062,Detaylı,23:25,00:03
2024-07-15,1324,Suit,M026,Mini Bar,21:17,21:20
2024-07-15,1305,Suit,P065,Rutin,14:01,14:07
2024-07-15,1305,Suit,M025,Mini Bar,04:26,04:30
2024-07-15,1312,Suit,P064,Rutin,06:56,07:07
2024-07-15,1312,Suit,M025,Mini Bar,04:35,04:41
2024-07-15,1327,Suit,P064,Rutin,07:12,07:28
2024-07-15,1327,Suit,M026,Mini Bar,21:25,21:29
2024-07-15,1350,Suit,P061,Detaylı,15:50,16:30
2024-07-15,1350,Suit,M026,Mini Bar,21:34,21:40
2024-07-15,1341,Suit,P065,Rutin,14:12,14:20
2024-07-15,1341,Suit,M026,Mini Bar,21:45,21:50
2024-07-15,1309,Suit,P062,Detaylı,00:08,00:54
2024-07-15,1309,Suit,M025,Mini Bar,04:46,04:51
2024-07-15,1346,Suit,P065,Rutin,14:25,14:31
2024-07-15,1346,Suit,M025,Mini Bar,04:56,05:01
2024-07-15,1325,Suit,P065,Rutin,14:36,14:42
2024-07-15,1325,Suit,M026,Mini Bar,21:55,21:59
2024-07-15,1311,Suit,P065,Rutin,14:47,14:55
2024-07-15,1311,Suit,M026,Mini Bar,22:04,22:07
2024-07-15,1320,Suit,P065,Rutin,15:00,15:06
2024-07-15,1320,Suit,M026,Mini Bar,22:12,22:17
2024-07-15,1321,Suit,P065,Rutin,15:11,15:17
2024-07-15,1321,Suit,M025,Mini Bar,05:06,05:09
2024-07-15,1342,Suit,P061,Detaylı,16:35,17:09
2024-07-15,1342,Suit,M026,Mini Bar,22:22,22:27
2024-07-15,1424,Suit,P069,Detaylı,02:22,02:49
2024-07-15,1424,Suit,M028,Mini Bar,03:13,03:16
2024-07-15,1438,Suit,P066,Rutin,05:38,05:46
2024-07-15,1438,Suit,M027,Mini Bar,14:53,14:57
2024-07-15,1414,Suit,P069,Rutin,02:54,03:01
2024-07-15,1414,Suit,M027,Mini Bar,15:02,15:05
2024-07-15,1412,Suit,P068,Rutin,15:39,15:48
2024-07-15,1412,Suit,M027,Mini Bar,15:10,15:16
2024-07-15,1401,Suit,P070,Rutin,06:27,06:37
2024-07-15,1401,Suit,M027,Mini Bar,15:21,15:25
2024-07-15,1427,Suit,P070,Rutin,06:42,06:52
2024-07-15,1427,Suit,M027,Mini Bar,15:30,15:33
2024-07-15,1434,Suit,P067,Rutin,13:38,13:50
2024-07-15,1434,Suit,M028,Mini Bar,03:21,03:27
2024-07-15,1403,Suit,P066,Detaylı,05:51,06:15
2024-07-15,1403,Suit,M027,Mini Bar,15:38,15:44
2024-07-15,1408,Suit,P066,Rutin,06:20,06:29
2024-07-15,1408,Suit,M028,Mini Bar,03:32,03:36
2024-07-15,1411,Suit,P067,Detaylı,13:55,14:37
2024-07-15,1411,Suit,M027,Mini Bar,15:49,15:53
2024-07-15,1431,Suit,P070,Detaylı,06:57,07:22
2024-07-15,1431,Suit,M027,Mini Bar,15:58,16:02
2024-07-15,1413,Suit,P070,Rutin,07:27,07:38
2024-07-15,1413,Suit,M027,Mini Bar,16:07,16:11
2024-07-15,1418,Suit,P067,Rutin,14:42,14:55
